number,count,count2,count3
5788,1100,308,514
5789,219,693,817
5790,1742,116,1319
5791,753,338,688
5792,1974,145,862
5793,1164,334,1076
5794,1076,326,1207
5795,1806,676,1352
5796,335,289,1495
5797,854,424,339
5798,765,307,1131
5799,1986,84,233
5800,1216,32,276
5801,1839,351,1161
5802,1479,685,100
5803,1047,373,721
5804,863,368,932
5805,1983,734,348
5806,935,331,150
5807,1399,673,889
5808,47,524,1248
5809,591,479,1375
5810,1292,353,669
5811,589,782,944
5812,1549,79,436
5813,591,291,406
5814,637,514,1056
5815,625,239,866
5816,523,33,374
5817,465,420,405
5818,1062,614,690
5819,189,419,646
5820,187,221,545
5821,1978,102,999
5822,1123,689,1033
5823,668,84,461
5824,1,62,92
5825,818,127,1449
5826,355,794,1167
5827,1573,261,677
5828,1362,778,1300
5829,161,613,149
5830,1957,377,461
5831,1725,131,454
5832,1167,464,488
5833,1852,406,567
5834,1360,375,15
5835,1376,633,164
5836,1355,432,1148
5837,844,4,1328
5838,1869,516,343
5839,52,664,619
5840,936,768,1333
5841,1318,755,1394
5842,1929,681,287
5843,56,249,1206
5844,906,799,599
5845,1797,414,1468
5846,218,660,546
5847,185,632,168
5848,510,281,1071
5849,1656,630,438
5850,606,158,143
5851,1086,242,997
5852,240,444,1498
5853,1319,760,1174
5854,715,283,315
5855,735,590,1105
5856,217,80,311
5857,1634,186,712
5858,980,648,755
5859,288,284,963
5860,459,158,1377
5861,1660,220,389
5862,1720,160,266
5863,1605,556,1498
5864,733,704,999
5865,1979,459,1218
5866,629,582,1445
5867,1905,584,981
5868,518,598,99
5869,856,366,870
5870,1356,652,765
5871,99,357,1465
5872,229,75,1322
5873,1578,361,678
5874,1698,311,1140
5875,819,548,4
5876,135,43,1376
5877,499,697,139
5878,1021,588,879
5879,1857,546,1396
5880,1490,122,857
5881,1517,771,1147
5882,649,502,1157
5883,745,133,570
5884,1332,790,652
5885,1709,604,1020
5886,1087,769,756
5887,80,507,863
5888,293,52,1407
5889,425,299,931
5890,657,666,276
5891,1894,405,1418
5892,276,188,811
5893,1916,451,453
5894,878,329,16
5895,1021,794,293
5896,122,328,484
5897,331,349,628
5898,386,269,115
5899,664,694,1415
5900,1525,248,535
5901,1033,776,300
5902,1670,616,1044
5903,900,552,908
5904,1222,599,1271
5905,1355,535,875
5906,920,213,255
5907,1185,603,1458
5908,203,367,88
5909,206,53,314
5910,1344,10,1082
5911,1126,781,468
5912,338,138,24
5913,1825,711,1361
5914,1183,310,1396
5915,1360,392,944
5916,472,278,358
5917,1929,556,568
5918,1264,44,730
5919,365,203,505
5920,344,100,899
5921,1219,77,1039
5922,964,654,97
5923,1207,684,1170
5924,1977,657,247
5925,1943,79,825
5926,1673,625,615
5927,1803,487,969
5928,417,355,760
5929,1967,412,115
5930,1284,502,14
5931,1507,131,842
5932,1472,56,1209
5933,921,254,946
5934,1756,525,1441
5935,885,648,740
5936,490,80,1414
5937,1687,714,1229
5938,125,222,914
5939,1497,279,223
5940,1023,768,356
5941,603,691,749
5942,407,662,534
5943,402,179,1272
5944,1490,552,1425
5945,674,53,38
5946,1600,602,416
5947,659,39,555
5948,1080,237,977
5949,201,310,434
5950,130,664,296
5951,169,349,317
5952,267,147,1411
5953,578,231,646
5954,995,164,731
5955,39,626,173
5956,804,166,1282
5957,843,456,419
5958,213,507,212
5959,710,28,1115
5960,1719,339,197
5961,560,516,1323
5962,1529,466,1187
5963,252,800,1080
5964,1468,796,502
5965,398,310,679
5966,40,32,228
5967,574,629,1067
5968,1579,409,1294
5969,228,19,1344
5970,65,506,414
5971,657,343,643
5972,1059,449,1448
5973,889,768,585
5974,1280,747,941
5975,1460,264,1175
5976,982,115,311
5977,1066,266,1462
5978,715,306,103
5979,1467,587,324
5980,582,501,1253
5981,780,657,837
5982,911,371,509
5983,550,422,959
5984,1986,472,1384
5985,371,711,1248
5986,376,277,217
5987,546,275,110
5988,732,141,1067
5989,436,357,436
5990,964,73,292
5991,558,124,152
5992,1379,295,549
5993,893,100,133
5994,1182,612,1431
5995,982,237,737
5996,1423,627,463
5997,1744,402,1244
5998,1376,291,1056
5999,432,725,423
6000,1667,548,465
6001,1392,516,70
6002,555,549,1172
6003,1139,126,765
6004,1455,427,1222
6005,1863,286,1247
6006,399,731,85
6007,1904,596,460
6008,564,46,1283
6009,1704,191,763
6010,982,37,263
6011,1708,393,1418
6012,1487,384,512
6013,792,250,1044
6014,677,62,236
6015,586,708,1238
6016,801,134,1075
6017,1944,468,310
6018,1112,144,198
6019,863,629,1190
6020,1482,647,591
6021,557,781,498
6022,297,433,264
6023,516,50,1482
6024,1019,450,1286
6025,1923,376,246
6026,1952,452,23
6027,467,429,216
6028,1062,238,1422
6029,1131,709,164
6030,623,8,1393
6031,1048,645,117
6032,1984,496,53
6033,737,292,255
6034,1207,35,879
6035,474,9,1322
6036,281,337,411
6037,486,318,77
6038,1310,24,1301
6039,1760,387,120
6040,446,771,1039
6041,30,14,1134
6042,1475,406,611
6043,23,475,1233
6044,890,181,1181
6045,269,509,452
6046,225,537,336
6047,1927,157,591
6048,1559,723,1286
6049,1244,214,568
6050,1028,295,867
6051,1214,213,1200
6052,82,62,354
6053,1709,669,594
6054,665,106,1166
6055,905,158,1452
6056,593,529,877
6057,1244,412,367
6058,388,438,1129
6059,325,97,936
6060,886,795,456
6061,1931,92,637
6062,82,452,931
6063,245,588,107
6064,29,295,425
6065,1734,558,53
6066,1014,719,1346
6067,964,297,670
6068,1850,733,73
6069,625,382,36
6070,1804,577,1471
6071,947,710,1282
6072,1106,460,218
6073,472,224,1131
6074,1197,73,423
6075,322,382,792
6076,784,566,1094
6077,253,200,941
6078,1800,250,1273
6079,86,798,1114
6080,829,757,1217
6081,1878,163,721
6082,507,533,160
6083,852,427,1396
6084,363,227,859
6085,1800,146,442
6086,1737,147,1437
6087,117,693,257
6088,1625,264,402
6089,963,548,1031
6090,1145,463,1012
6091,215,462,1033
6092,1416,710,613
6093,473,654,133
6094,1934,595,1235
6095,1545,234,1499
6096,412,761,615
6097,1240,751,405
6098,889,272,908
6099,1177,591,323
6100,1206,563,192
6101,862,647,865
6102,1885,362,1311
6103,393,532,1095
6104,1056,217,229
6105,1720,530,185
6106,1416,769,800
6107,184,407,121
6108,1971,386,234
6109,1370,771,1243
6110,337,10,1003
6111,349,12,443
6112,478,663,1450
6113,822,619,476
6114,823,433,1446
6115,581,350,392
6116,1039,522,157
6117,979,651,924
6118,217,449,781
6119,648,9,510
6120,469,186,394
6121,1713,528,877
6122,1515,555,219
6123,1264,730,255
6124,1075,569,1275
6125,1997,546,1126
6126,792,443,1167
6127,410,170,814
6128,444,19,358
6129,1075,667,818
6130,1666,89,137
6131,431,58,1338
6132,478,531,1431
6133,1799,99,467
6134,1634,42,1102
6135,821,121,1261
6136,1483,629,1328
6137,1345,223,132
6138,1159,190,1282
6139,1476,615,69
6140,590,1,1394
6141,485,800,766
6142,677,759,338
6143,1899,235,1337
6144,31,290,240
6145,487,569,478
6146,1346,429,308
6147,217,291,1372
6148,982,110,835
6149,418,244,606
6150,754,128,1297
6151,1076,392,349
6152,655,371,1159
6153,524,648,1140
6154,210,669,492
6155,732,499,967
6156,1313,299,174
6157,87,394,304
6158,691,583,117
6159,11,93,984
6160,738,458,894
6161,1193,579,650
6162,168,783,31
6163,1986,647,944
6164,1515,793,988
6165,459,479,969
6166,1581,270,705
6167,825,783,834
6168,410,383,621
6169,1765,198,880
6170,1927,740,494
6171,1490,155,851
6172,1669,433,1367
6173,1497,322,4
6174,1232,408,1318
6175,1819,576,1271
6176,822,360,401
6177,911,697,1065
6178,646,744,405
6179,1692,185,537
6180,1520,6,1052
6181,1214,469,699
6182,1517,224,1125
6183,1983,601,575
6184,816,4,1447
6185,899,755,708
6186,769,86,793
6187,929,747,752
6188,1816,217,764
6189,193,710,1469
6190,1434,343,1386
6191,705,49,1094
6192,1410,611,449
6193,1670,58,274
6194,1327,40,1195
6195,1789,734,1058
6196,1825,76,825
6197,1378,639,931
6198,503,552,1284
6199,1902,319,361
6200,1250,544,237
6201,215,126,954
6202,504,502,471
6203,1675,611,1492
6204,808,477,728
6205,1054,228,357
6206,166,771,559
6207,92,221,672
6208,1672,574,180
6209,175,150,925
6210,1257,700,741
6211,1250,301,306
6212,1508,229,339
6213,1722,542,1055
6214,1542,578,1265
6215,1000,304,1092
6216,239,694,1096
6217,480,708,671
6218,513,649,372
6219,361,307,838
6220,987,331,126
6221,1098,77,652
6222,240,759,1362
6223,352,725,354
6224,1467,680,1051
6225,101,719,215
6226,466,395,445
6227,550,574,571
6228,1632,636,484
6229,1914,590,504
6230,712,676,550
6231,1301,641,67
6232,1496,361,401
6233,1316,587,271
6234,115,174,224
6235,269,144,706
6236,1299,526,160
6237,1396,98,775
6238,88,521,1114
6239,970,174,382
6240,1934,64,429
6241,917,434,335
6242,788,299,849
6243,433,300,1103
6244,63,650,1454
6245,43,288,232
6246,465,760,23
6247,1725,746,151
6248,487,69,1434
6249,1903,526,1332
6250,1042,103,88
6251,1485,545,880
6252,106,475,645
6253,269,147,325
6254,371,172,1296
6255,744,595,1112
6256,1533,406,364
6257,78,170,786
6258,1895,621,107
6259,1304,398,163
6260,695,260,1283
6261,57,376,882
6262,1906,76,1293
6263,670,239,1034
6264,1411,698,1194
6265,1624,461,1272
6266,441,140,546
6267,445,191,1109
6268,375,335,1495
6269,696,1,938
6270,1418,485,1372
6271,1122,382,1064
6272,1089,750,1068
6273,18,705,1470
6274,1136,207,1205
6275,1296,395,354
6276,897,362,305
6277,3,61,1119
6278,998,55,211
6279,1835,131,451
6280,1686,486,863
6281,1504,26,1137
6282,1299,664,1068
6283,131,173,969
6284,1477,169,108
6285,585,308,561
6286,1100,635,1268
6287,958,473,1390
6288,1159,786,1335
6289,1855,578,597
6290,1903,80,256
6291,257,401,334
6292,678,559,365
6293,261,78,828
6294,1840,390,1156
6295,583,584,1374
6296,1568,113,1373
6297,815,536,1213
6298,714,18,146
6299,611,67,171
6300,347,747,1438
6301,149,332,1018
6302,234,274,1372
6303,1600,93,1339
6304,1314,252,837
6305,1260,173,1492
6306,476,137,687
6307,145,261,1416
6308,515,402,1256
6309,1370,90,923
6310,1071,291,685
6311,1228,538,840
6312,1796,329,527
6313,1915,440,1093
6314,1890,376,885
6315,1084,753,1405
6316,1473,740,444
6317,980,310,267
6318,1774,600,715
6319,1062,330,488
6320,1055,405,567
6321,1265,526,52
6322,348,62,1302
6323,402,708,1147
6324,959,217,687
6325,1442,430,167
6326,1339,646,1419
6327,1500,628,1321
6328,349,377,381
6329,970,265,835
6330,820,406,253
6331,1940,408,839
6332,1276,286,314
6333,70,664,1126
6334,1740,47,1275
6335,993,266,372
6336,1129,100,712
6337,1356,202,917
6338,964,275,174
6339,79,198,638
6340,1594,243,317
6341,1606,522,180
6342,937,618,885
6343,1684,459,278
6344,324,422,556
6345,1718,789,669
6346,390,137,224
6347,902,77,454
6348,1724,587,405
6349,1713,713,791
6350,345,666,340
6351,576,110,1363
6352,1983,91,1408
6353,1515,258,978
6354,1117,780,1397
6355,1659,337,1285
6356,961,311,221
6357,1147,286,162
6358,1220,302,44
6359,1780,10,995
6360,173,387,1453
6361,1432,289,38
6362,1956,474,24
6363,1424,13,298
6364,1122,14,1495
6365,1646,709,434
6366,128,299,765
6367,1014,614,1353
6368,874,418,841
6369,526,109,647
6370,112,757,11
6371,807,33,1200
6372,17,243,657
6373,1361,261,930
6374,1195,573,845
6375,542,403,555
6376,562,637,1436
6377,1281,460,804
6378,1854,682,375
6379,1129,14,463
6380,1621,598,62
6381,796,220,1402
6382,342,596,964
6383,484,616,993
6384,1345,100,1075
6385,268,265,506
6386,480,483,921
6387,1455,354,1329
6388,984,15,834
6389,702,510,617
6390,1710,434,1062
6391,1134,630,878
6392,419,239,949
6393,260,568,1392
6394,1946,423,1055
6395,614,707,328
6396,1595,470,1121
6397,1758,44,1353
6398,626,682,530
6399,1030,569,426
6400,447,591,186
6401,389,305,327
6402,1636,33,522
6403,1139,747,781
6404,1352,493,1299
6405,1948,664,1289
6406,325,795,1301
6407,1740,16,1166
6408,910,477,1304
6409,1024,467,1248
6410,663,694,197
6411,1071,330,694
6412,160,194,1406
6413,321,751,459
6414,1947,105,781
6415,1314,127,321
6416,525,123,69
6417,999,202,1356
6418,1409,390,445
6419,95,771,726
6420,750,460,582
6421,1118,75,1441
6422,538,615,1202
6423,392,461,774
6424,621,358,71
6425,350,211,954
6426,1655,744,1455
6427,1709,394,1084
6428,1791,615,407
6429,194,243,1263
6430,646,329,254
6431,1461,600,1325
6432,1154,453,1354
6433,1528,662,307
6434,194,458,160
6435,809,343,498
6436,616,143,890
6437,364,307,1388
6438,1484,718,139
6439,224,10,256
6440,6,290,927
6441,1233,573,697
6442,1144,23,388
6443,1603,500,745
6444,915,777,604
6445,318,662,1240
6446,1488,562,1178
6447,892,692,1255
6448,828,241,525
6449,1141,327,915
6450,1505,433,446
6451,1311,195,726
6452,721,724,298
6453,753,728,953
6454,1209,193,653
6455,1037,642,1154
6456,1833,383,621
6457,1095,289,342
6458,1042,286,1435
6459,1212,558,670
6460,268,143,624
6461,1469,794,892
6462,180,57,551
6463,1210,35,613
6464,18,432,198
6465,486,767,11
6466,1364,222,341
6467,934,545,1369
6468,1720,410,1344
6469,45,441,308
6470,1433,267,985
6471,968,596,1245
6472,993,84,1251
6473,1562,729,1095
6474,1366,360,718
6475,844,228,627
6476,350,57,575
6477,329,366,204
6478,841,265,1286
6479,1455,609,233
6480,1152,283,1494
6481,123,93,981
6482,584,5,1222
6483,1351,193,934
6484,850,519,301
6485,1872,554,50
6486,905,165,934
6487,224,282,1062
6488,205,442,128
6489,287,527,362
6490,1129,503,660
6491,1272,177,475
6492,514,293,195
6493,1283,646,65
6494,1445,698,588
6495,1218,115,1231
6496,750,178,486
6497,1943,90,1288
6498,751,252,709
6499,1867,175,1273
6500,620,778,253
6501,471,34,66
6502,1197,231,1381
6503,1429,92,943
6504,1740,701,948
6505,1184,526,790
6506,392,286,621
6507,1789,157,803
6508,336,258,143
6509,895,33,734
6510,1415,559,636
6511,1188,443,495
6512,1967,396,1088
6513,422,277,686
6514,1313,412,766
6515,1363,263,752
6516,574,359,892
6517,1163,151,53
6518,167,116,681
6519,1366,482,1212
6520,1952,308,1244
6521,1472,405,542
6522,21,625,35
6523,1320,797,1266
6524,249,101,1306
6525,892,481,1462
6526,1990,302,295
6527,164,771,1124
6528,80,113,1004
6529,92,176,922
6530,474,275,227
6531,1670,744,851
6532,1149,386,200
6533,464,730,134
6534,1145,494,802
6535,264,156,558
6536,1118,394,1459
6537,425,175,366
6538,1149,225,1296
6539,1076,546,803
6540,1805,218,599
6541,1560,700,1035
6542,900,190,1047
6543,1944,204,1459
6544,1616,763,1015
6545,592,511,77
6546,1095,343,977
6547,1163,316,360
6548,1740,478,783
6549,1512,288,594
6550,245,769,244
6551,746,740,1429
6552,800,501,506
6553,256,185,1309
6554,151,522,1351
6555,989,424,964
6556,1328,295,1012
6557,396,226,872
6558,1453,233,1073
6559,1488,364,1372
6560,149,562,201
6561,1882,439,1132
6562,284,701,951
6563,145,409,1386
6564,1198,509,956
6565,1237,158,956
6566,1503,301,742
6567,809,316,1480
6568,331,367,915
6569,708,478,187
6570,1512,631,430
6571,857,671,50
6572,1966,389,458
6573,46,540,1293
6574,515,476,392
6575,1839,76,833
6576,1931,392,339
6577,331,427,854
6578,153,172,156
6579,781,338,88
6580,1029,173,693
6581,339,130,97
6582,1783,97,771
6583,1423,462,1243
6584,141,678,782
6585,564,738,1157
6586,1041,409,127
6587,568,715,420
6588,588,215,716
6589,1731,587,1236
6590,1140,35,1428
6591,129,77,84
6592,1391,57,503
6593,1834,570,797
6594,1556,578,868
6595,1942,480,1050
6596,1784,772,409
6597,923,46,783
6598,1725,437,408
6599,1232,271,1372
6600,762,119,1140
6601,1542,730,693
6602,427,793,886
6603,434,23,1148
6604,1995,544,239
6605,628,50,314
6606,1964,532,641
6607,241,467,874
6608,252,566,198
6609,674,151,1269
6610,595,123,316
6611,1827,793,1076
6612,1225,16,146
6613,936,767,745
6614,1815,524,580
6615,1473,719,1203
6616,184,229,1322
6617,481,465,550
6618,1631,226,195
6619,1298,67,152
6620,1926,450,1387
6621,1633,712,896
6622,497,713,560
6623,555,586,1487
6624,1878,337,842
6625,1222,359,1058
6626,907,304,144
6627,458,378,652
6628,1852,698,23
6629,1437,260,573
6630,1396,622,325
6631,739,150,952
6632,1846,10,1145
6633,1495,313,1268
6634,90,31,1224
6635,976,401,315
6636,1630,569,103
6637,1884,63,1057
6638,681,216,1408
6639,311,249,891
6640,1848,71,364
6641,1941,331,10
6642,1389,776,769
6643,1325,83,337
6644,1880,212,344
6645,1035,366,88
6646,1923,764,153
6647,753,407,899
6648,208,487,97
6649,159,325,237
6650,606,395,711
6651,1872,374,499
6652,1092,105,1004
6653,1289,596,201
6654,1871,366,410
6655,1513,254,362
6656,338,36,1348
6657,1969,509,686
6658,750,600,1347
6659,1201,750,155
6660,206,350,647
6661,143,478,1375
6662,1913,574,124
6663,1851,735,420
6664,1463,743,806
6665,1803,333,221
6666,101,231,803
6667,517,117,823
6668,1384,164,725
6669,1607,622,486
6670,56,656,750
6671,593,262,396
6672,1184,516,518
6673,708,225,697
6674,1644,764,1047
6675,1767,183,941
6676,1057,171,1493
6677,659,260,1332
6678,727,249,408
6679,700,477,1255
6680,1054,163,1337
6681,674,726,418
6682,163,204,245
6683,712,150,527
6684,3,480,1132
6685,935,706,1347
6686,378,170,902
6687,1182,736,360
6688,190,657,715
6689,997,697,1306
6690,171,39,282
6691,896,389,54
6692,1584,71,1441
6693,801,274,107
6694,151,525,686
6695,1330,550,335
6696,103,395,759
6697,591,770,570
6698,1310,737,1279
6699,1962,379,1453
6700,631,603,1216
6701,204,581,512
6702,414,251,496
6703,1969,675,1224
6704,423,545,597
6705,1591,127,1063
6706,816,300,1407
6707,374,752,569
6708,928,275,549
6709,221,176,306
6710,1581,199,624
6711,891,94,143
6712,695,78,1477
6713,893,436,263
6714,485,446,225
6715,646,404,204
6716,1490,345,1114
6717,661,715,660
6718,1740,287,35
6719,328,366,953
6720,1165,131,1101
6721,451,360,899
6722,1789,610,375
6723,1891,253,1123
6724,1055,99,1087
6725,542,100,260
6726,487,687,662
6727,1224,275,583
6728,732,66,31
6729,1759,752,1132
6730,1107,622,1365
6731,1040,661,471
6732,171,746,316
6733,966,158,1075
6734,1042,52,39
6735,901,728,1285
6736,776,738,1204
6737,1998,758,182
6738,37,551,466
6739,270,606,1014
6740,1378,31,1162
6741,1398,226,1465
6742,1576,599,1352
6743,1819,22,187
6744,1781,46,557
6745,1558,105,58
6746,937,700,929
6747,1104,207,1034
6748,1751,36,193
6749,1312,149,478
6750,1450,305,417
6751,335,30,288
6752,1361,271,246
6753,1509,234,561
6754,831,648,606
6755,1163,8,275
6756,1693,539,768
6757,836,548,314
6758,181,119,192
6759,1901,444,843
6760,236,90,220
6761,1376,463,124
6762,873,396,583
6763,642,374,996
6764,1002,5,1247
6765,112,91,852
6766,1005,531,544
6767,883,356,726
6768,12,447,63
6769,1240,303,1071
6770,1990,355,1411
6771,1963,193,73
6772,902,115,510
6773,1596,779,115
6774,417,271,1044
6775,1896,138,176
6776,1248,149,518
6777,474,86,240
6778,1168,562,266
6779,829,327,1434
6780,1369,767,71
6781,713,490,1478
6782,1621,341,1485
6783,1821,46,1137
6784,1973,780,297
6785,1271,425,386
6786,1816,765,280
6787,1883,94,152
6788,1678,481,1431
6789,641,755,530
6790,967,214,539
6791,1215,91,1291
6792,513,584,322
6793,950,470,448
6794,1641,111,397
6795,1113,574,749
6796,1278,184,836
6797,1439,181,968
6798,1762,16,941
6799,1060,452,1414
6800,1242,528,468
6801,1890,556,253
6802,916,665,313
6803,858,557,155
6804,174,516,387
6805,1140,553,1002
6806,290,567,453
6807,1823,512,271
6808,1690,544,144
6809,1138,671,758
6810,566,146,1496
6811,1577,683,597
6812,21,254,869
6813,1333,532,1431
6814,928,249,462
6815,650,624,19
6816,380,559,67
6817,301,535,203
6818,1551,410,440
6819,1466,658,20
6820,864,4,1241
6821,114,546,924
6822,422,679,358
6823,1072,168,1458
6824,1834,736,883
6825,126,137,18
6826,953,279,483
6827,220,361,507
6828,1851,707,887
6829,1485,501,1146
6830,1465,500,400
6831,1596,125,65
6832,1002,229,1094
6833,521,225,1301
6834,379,588,1221
6835,665,171,833
6836,1459,616,821
6837,1161,147,195
6838,1783,762,866
6839,1706,185,878
6840,979,113,216
6841,1980,530,473
6842,293,299,1005
6843,661,696,1148
6844,1856,681,1208
6845,1094,700,1340
6846,1223,444,1345
6847,598,346,866
6848,620,583,223
6849,1146,122,1150
6850,1029,399,1293
6851,1697,730,1366
6852,1741,156,20
6853,1899,403,411
6854,1709,771,386
6855,786,796,962
6856,618,786,46
6857,1017,735,1222
6858,362,132,1237
6859,143,359,466
6860,1630,167,1239
6861,922,418,1138
6862,736,136,1219
6863,1324,313,812
6864,1309,269,607
6865,7,537,971
6866,1215,593,900
6867,714,534,991
6868,160,284,948
6869,158,256,581
6870,827,454,1170
6871,1621,442,281
6872,1314,558,575
6873,1497,159,1221
6874,452,783,286
6875,825,26,558
6876,800,479,799
6877,308,763,1245
6878,1233,748,536
6879,432,627,784
6880,855,151,48
6881,941,170,272
6882,235,140,534
6883,1971,153,1409
6884,902,301,1041
6885,384,119,558
6886,446,754,942
6887,1312,612,986
6888,1378,560,937
6889,1615,155,1374
6890,1478,96,1360
6891,1668,611,838
6892,436,92,211
6893,1291,246,1446
6894,742,98,793
6895,755,739,103
6896,1113,190,568
6897,1330,39,74
6898,378,517,729
6899,1754,383,964
6900,773,288,913
6901,1046,617,785
6902,680,259,416
6903,1293,8,1058
6904,322,72,1285
6905,1084,167,274
6906,722,578,1401
6907,1267,443,1156
6908,626,424,1157
6909,929,300,876
6910,1109,644,1497
6911,1177,554,944
6912,883,660,4
6913,1278,71,3
6914,1576,141,87
6915,902,778,859
6916,347,46,785
6917,346,42,403
6918,1273,230,425
6919,762,211,879
6920,1648,713,1346
6921,739,758,216
6922,1185,409,526
6923,1832,427,97
6924,1575,335,789
6925,842,459,661
6926,1231,104,308
6927,1895,230,1376
6928,1832,736,232
6929,510,163,987
6930,92,188,316
6931,1265,523,906
6932,1818,408,1370
6933,430,460,180
6934,126,667,1323
6935,424,729,1138
6936,1192,343,641
6937,1315,94,246
6938,428,571,828
6939,1775,158,103
6940,875,528,361
6941,1066,531,125
6942,773,650,320
6943,665,247,1292
6944,1313,315,311
6945,260,238,1041
6946,100,674,397
6947,480,244,663
6948,290,159,490
6949,848,421,986
6950,1955,655,868
6951,595,261,258
6952,533,693,1339
6953,784,704,1227
6954,1142,62,822
6955,1976,272,1256
6956,1685,507,461
6957,1406,500,713
6958,411,657,407
6959,875,275,1484
6960,160,792,1325
6961,1946,719,339
6962,624,270,1311
6963,1612,791,360
6964,1927,328,922
6965,1529,781,1409
6966,352,650,873
6967,1196,78,112
6968,318,799,532
6969,728,534,248
6970,195,355,1095
6971,1140,237,73
6972,68,626,1067
6973,1758,55,1043
6974,792,293,1309
6975,1184,797,61
6976,1976,385,37
6977,1458,229,190
6978,1339,238,1147
6979,1419,210,869
6980,1641,442,610
6981,1415,509,44
6982,287,456,388
6983,263,477,1194
6984,1670,312,1421
6985,432,74,744
6986,1050,587,1129
6987,818,205,166
6988,1122,153,1106
6989,571,347,1493
6990,844,485,610
6991,1727,38,298
6992,790,202,159
6993,109,24,1119
6994,822,378,242
6995,670,690,932
6996,1768,711,1426
6997,1740,248,969
6998,1527,291,316
6999,1729,151,5
7000,971,539,178
7001,265,783,369
7002,1056,310,1263
7003,499,47,239
7004,128,737,1362
7005,481,471,1495
7006,1198,519,917
7007,1832,72,871
7008,704,750,486
7009,1901,706,97
7010,646,505,990
7011,1516,90,1415
7012,514,34,762
7013,579,240,1350
7014,1565,301,939
7015,494,169,255
7016,950,566,142
7017,263,441,79
7018,780,657,1103
7019,53,490,567
7020,1507,212,86
7021,1214,180,1410
7022,1309,24,1499
7023,748,674,1118
7024,947,31,6
7025,1316,302,846
7026,1564,688,618
7027,190,220,664
7028,1364,503,113
7029,43,238,97
7030,1480,207,580
7031,532,687,808
7032,18,666,1146
7033,276,113,266
7034,1607,744,127
7035,1709,80,374
7036,1727,613,627
7037,300,625,1364
7038,498,687,527
7039,1042,643,1167
7040,28,668,86
7041,1282,128,1318
7042,1411,395,680
7043,963,623,782
7044,1955,419,324
7045,97,263,552
7046,98,231,983
7047,669,477,387
7048,182,315,219
7049,1648,124,830
7050,103,694,1323
7051,321,280,234
7052,516,171,1401
7053,1518,245,1141
7054,805,335,553
7055,1431,215,384
7056,563,294,1069
7057,1249,757,480
7058,819,334,374
7059,808,575,1426
7060,87,395,344
7061,260,774,320
7062,1770,668,992
7063,342,759,1395
7064,1256,437,900
7065,1797,582,190
7066,1671,619,736
7067,491,109,38
7068,611,577,644
7069,1551,296,1173
7070,631,620,226
7071,194,532,1078
7072,1087,595,388
7073,1251,628,1075
7074,1856,88,515
7075,1806,147,717
7076,377,494,999
7077,1327,446,1032
7078,1461,696,194
7079,1803,190,1230
7080,1658,424,495
7081,938,478,1141
7082,773,732,124
7083,1072,112,397
7084,985,455,898
7085,1842,695,1385
7086,248,719,986
7087,32,562,891
7088,928,245,1116
7089,567,691,1033
7090,1095,130,624
7091,195,776,122
7092,1819,609,1467
7093,956,252,1373
7094,1310,510,1468
7095,533,549,1292
7096,1290,420,860
7097,1706,137,607
7098,1127,386,1079
7099,628,501,1046
7100,1711,466,746
7101,1323,453,207
7102,1539,418,1399
7103,874,244,1098
7104,144,329,842
7105,1057,364,837
7106,1911,36,180
7107,225,492,1108
7108,1292,579,617
7109,689,35,1405
7110,1952,415,415
7111,916,483,1440
7112,522,773,501
7113,447,162,682
7114,750,30,514
7115,487,141,942
7116,1070,163,226
7117,131,673,907
7118,1669,332,811
7119,844,304,44
7120,625,782,891
7121,325,550,300
7122,1661,429,972
7123,310,605,1230
7124,1215,419,1253
7125,913,7,1125
7126,1370,220,138
7127,1893,151,370
7128,118,672,132
7129,1963,221,1221
7130,1619,352,1248
7131,642,728,1423
7132,1313,767,1388
7133,575,359,1115
7134,181,692,773
7135,208,404,489
7136,1720,528,1004
7137,206,692,93
7138,1974,354,1266
7139,911,446,1397
7140,1588,549,804
7141,1079,789,948
7142,765,454,565
7143,1172,21,559
7144,1097,715,1141
7145,1392,432,1052
7146,1417,405,718
7147,855,567,1235
7148,1308,198,140
7149,230,318,1254
7150,1831,739,86
7151,606,245,1149
7152,969,436,1415
7153,1078,282,689
7154,1665,166,1473
7155,770,533,944
7156,1835,266,1223
7157,1425,713,237
7158,917,418,513
7159,663,491,84
7160,1475,650,134
7161,1178,39,1314
7162,674,570,595
7163,1561,788,386
7164,331,22,472
7165,1514,787,1461
7166,1864,57,936
7167,729,1,744
7168,866,565,721
7169,1642,81,1413
7170,1459,149,327
7171,223,29,403
7172,736,75,934
7173,1083,738,725
7174,1079,733,704
7175,799,519,1184
7176,1196,321,1257
7177,1126,697,549
7178,189,755,1448
7179,1537,236,927
7180,788,247,1287
7181,581,691,1100
7182,1186,352,1257
7183,1286,684,517
7184,1082,757,526
7185,58,763,1313
7186,552,75,1160
7187,1442,759,1291
7188,1234,380,753
7189,1537,615,63
7190,1705,477,1034
7191,1693,546,1309
7192,231,705,945
7193,1157,774,1139
7194,50,780,1470
7195,585,239,157
7196,564,216,236
7197,917,244,1035
7198,296,282,882
7199,1089,624,425
7200,577,274,150
7201,1403,305,1092
7202,1185,226,1192
7203,807,695,556
7204,1790,652,886
7205,1755,192,907
7206,1239,288,416
7207,1286,548,250
7208,149,128,657
7209,1824,798,66
